amfi_code,cagr_1yr,cagr_3yr,cagr_5yr,sharpe_ratio,sharpe_rank,alpha,beta,max_drawdown,drawdown_date,expense_ratio_pct,return_score,sharpe_score,alpha_score,expense_score,drawdown_score,fund_score,overall_rank
149324,0.6519546577826334,0.2699350260734621,0.3228744045157361,0.9497958246616032,13.0,0.3005787817097677,0.011455159960520708,-0.31171900300634214,2025-01-03,1.52,77.5,70.0,97.5,36.25,10.0,66.6875,12
118632,0.340078958236512,0.22646647456747715,0.24049492662391758,1.0816591793457044,8.0,0.21829397904608644,-0.00835383212696202,-0.17414075086657232,2024-07-19,1.51,67.5,82.5,75.0,41.25,45.0,66.5625,13
119552,0.057101178520777784,0.16263375081360643,0.21524235873769704,0.9532794968660105,12.0,0.1986859936686296,-0.026159307513513398,-0.11803493502764295,2024-09-02,0.66,45.0,72.5,65.0,92.5,75.0,66.0,14
125497,0.286975804558778,0.18429918008610047,0.19017795344711463,0.7757902498211209,18.0,0.17729754927531766,0.048820404259577385,-0.15200013055606398,2025-01-01,0.92,55.00000000000001,57.49999999999999,62.5,67.5,57.49999999999999,59.25,15
118635,0.22510248103762276,0.2000321571698329,0.15957231179671738,0.664856998549062,19.0,0.1513635464823924,-0.0014335213897801293,-0.1165062450540909,2022-06-09,0.89,60.0,55.00000000000001,45.0,70.0,77.5,59.0,16
118633,0.25559539940517384,0.21084691029380598,0.16274217354504272,0.6452074382933216,21.0,0.15643835948169668,-0.03663900671860935,-0.18629743138595511,2024-02-29,0.72,65.0,50.0,47.5,88.75,37.5,58.5625,17
102885,0.20222858595384663,0.19662361245910964,0.18232378887705947,0.8170993373494371,16.0,0.17048756803412696,-0.019486785689474546,-0.1085986215250232,2022-03-29,1.57,57.49999999999999,62.5,55.00000000000001,17.5,85.0,55.0,18
120503,0.08495135972254553,0.13974980348212673,0.18785325598262204,0.7979728586052847,17.0,0.17703302365844073,-0.04026895236982061,-0.13897862823061635,2023-11-09,1.42,40.0,60.0,60.0,52.5,67.5,53.625,19
148568,0.14279834500870736,0.14744434832760533,0.2251686900711385,0.9262873467360148,15.0,0.20873010086942337,-0.026387719943843004,-0.1527259422823477,2024-01-24,1.52,42.5,65.0,67.5,36.25,55.00000000000001,53.4375,20
120506,0.4185299002066023,0.18417429266835228,0.1708486725575018,0.6488787755249532,20.0,0.1625385327998104,0.041896462728119754,-0.1982565826298267,2023-08-14,1.41,52.5,52.5,52.5,55.00000000000001,35.0,51.125,21
120507,0.07430320855847317,0.07392538786263403,0.07237539728384412,0.49572339295331147,23.0,0.06746210411099539,-0.0004440926329707229,-0.0009773140045925555,2025-10-20,0.74,30.0,45.0,25.0,85.0,100.0,48.0,22
119093,0.19781538524100495,0.20811559826631898,0.07897557854375958,0.1296144979566933,29.0,0.08232801295222093,0.02588321244009315,-0.21751396370148224,2023-05-22,0.75,62.5,30.0,32.5,82.5,25.0,47.625,23
102887,0.1359304393755194,0.25549670172502026,0.16841120247307528,0.6195175900829829,22.0,0.16211256794033255,0.016682689437770803,-0.21539827112383225,2022-07-04,1.64,70.0,47.5,50.0,3.75,27.500000000000004,46.1875,24
149322,0.1812461925339035,0.1803973982038829,0.13393275924001857,0.4640374492204776,25.0,0.13173190226099432,-0.004050271130006511,-0.14844576917771746,2022-02-04,1.54,50.0,40.0,42.5,26.25,62.5,43.6875,25
125498,0.15455077019290386,0.11242518737374207,0.11301817123279978,0.30061192104254786,27.0,0.11989100971217971,0.00905441262173916,-0.21117279560132118,2025-09-12,0.78,37.5,35.0,37.5,77.5,30.0,42.125,26
120844,0.07125369741102916,0.06694394239074852,0.06915272985067156,-0.08874729621557495,34.0,0.06455677495375998,-0.00040074423947840073,-0.0011629327956168556,2024-04-30,0.6,27.500000000000004,17.5,22.5,95.0,97.5,41.125,27
120841,0.1684955152939842,0.1726301444443794,0.1353221114899239,0.4942725378672354,24.0,0.13042924450705445,0.0363563990221998,-0.1757361416468729,2025-02-14,1.59,47.5,42.5,40.0,15.0,42.5,39.375,28
118634,0.158228664455887,0.080060298597036,0.16373474033415758,0.44843400890899143,26.0,0.1750072167561127,0.10349663691337592,-0.2334488614483311,2026-02-20,1.53,35.0,37.5,57.49999999999999,31.25,22.5,38.3125,29
118636,0.1046246278808034,0.04061259859840338,0.05316889625171273,-0.35662950751436784,38.0,0.05074772999976104,0.0012566742731558512,-0.08316361763638702,2024-02-09,0.55,20.0,7.5,15.0,100.0,87.5,34.625,30
119120,0.05525880326360788,0.05838988442093762,0.05889418716346717,-0.2265753866279158,37.0,0.05620895216638369,-0.006413850728276473,-0.04328728923970093,2025-04-01,0.77,22.5,10.0,17.5,80.0,90.0,33.75,31
101208,0.07241777200393584,0.06314299292105274,0.06509026855465327,-0.8155673679088286,40.0,0.060861457957871144,0.00026670968338238303,-0.0016224980244717857,2023-09-12,0.79,25.0,2.5,20.0,75.0,95.0,32.875,32
100025,0.03707552701889649,0.03915479354684703,0.04458209619173137,-0.5670947928476847,39.0,0.042817920315060876,0.0011582183155281404,-0.04308263824636349,2023-07-28,0.56,17.5,5.0,7.5,97.5,92.5,31.875,33
120842,0.22518986942465924,0.0775416750547262,0.06701543482038463,0.07599984804658912,30.0,0.0780443887615508,0.018056874208118173,-0.24003511326274884,2024-10-17,1.56,32.5,27.500000000000004,30.0,20.0,20.0,27.625,34
119599,0.13957994357447734,-0.01337083602283895,0.02054484701809378,-0.05718662582818005,32.0,0.048824215945539845,0.062001804382671694,-0.5257422117012851,2025-10-28,0.72,7.5,22.5,12.5,88.75,2.5,23.9375,35
119092,0.0161022963455828,0.005257668501786883,0.06367989237605243,0.030784850954585913,31.0,0.0689952982167755,0.009730745001153639,-0.1440161790933726,2025-02-07,1.64,12.5,25.0,27.500000000000004,3.75,65.0,22.5625,36
101207,-0.24000309180292634,-0.04151453816140693,0.07938764837247714,0.16266076928646758,28.0,0.10897091901704538,-0.06528924788351526,-0.3544691649336603,2026-05-11,1.53,5.0,32.5,35.0,31.25,7.5,22.0625,37
119095,-0.42819495166622135,-0.11703299329834216,0.015215045330823962,-0.07597357117478937,33.0,0.04801595363775955,-0.06695117463929198,-0.5167775370852656,2026-05-11,1.38,2.5,20.0,10.0,60.0,5.0,17.25,38
100016,-0.022257773892688015,0.012923525892154508,0.026370743672111008,-0.20151706755966933,35.0,0.03747580763443281,-0.05826843143880891,-0.24734440880673303,2022-09-15,1.55,15.0,15.0,5.0,22.5,17.5,14.375,39
102886,-0.16807959958672036,-0.007672319440258146,0.011717454918341197,-0.20583160785470306,36.0,0.028969397866379445,-0.04212502902189432,-0.2800112356639287,2026-04-27,1.51,10.0,12.5,2.5,41.25,15.0,14.3125,40
